날짜,합계,징수차량소계,현금징수소계,일반차량현금징수,경차현금징수,전자태그현금징수,카드(선불후불)소계,일반차량카드(선불후불)징수소계,경차카드(선불후불)징수소계,전자태그카드(선불후불)징수소계,선불카드징수소계,일반차량선불카드징수,경차선불카드징수,전자태그선불카드징수,후불카드징수소계,일반차량후불카드징수,경차후불카드징수,전자태그후불카드징수,쿠폰징수소계,일반차량쿠폰징수,경차쿠폰징수,전자태그쿠폰징수,미징수차량소계,미납차량미징수,면제차량소계,일반면제차량미징수,전자태그면제차량미징수,환불건수
2023-09-07,76562 ,28675 ,6549 ,6246 ,303 ,0 ,22124 ,21373 ,713 ,38 ,4212 ,4099 ,75 ,38 ,17912 ,17274 ,638 ,0 ,2 ,2 ,0 ,0 ,47887 ,659 ,47228 ,38928 ,8300 ,32 
2023-09-08,73648 ,27436 ,6214 ,5875 ,339 ,0 ,21220 ,20486 ,709 ,25 ,4058 ,3956 ,77 ,25 ,17162 ,16530 ,632 ,0 ,2 ,2 ,0 ,0 ,46212 ,694 ,45518 ,37748 ,7770 ,49 
2023-09-11,73521 ,28047 ,6209 ,5857 ,352 ,0 ,21837 ,21050 ,751 ,36 ,4459 ,4367 ,56 ,36 ,17378 ,16683 ,695 ,0 ,1 ,1 ,0 ,0 ,45474 ,597 ,44877 ,36866 ,8011 ,29 
2023-09-12,75001 ,28333 ,6613 ,6292 ,321 ,0 ,21718 ,20960 ,712 ,46 ,4199 ,4081 ,72 ,46 ,17519 ,16879 ,640 ,0 ,2 ,2 ,0 ,0 ,46668 ,642 ,46026 ,37968 ,8058 ,21 
2023-09-13,70259 ,27028 ,6121 ,5833 ,288 ,0 ,20907 ,20185 ,681 ,41 ,4126 ,4031 ,54 ,41 ,16781 ,16154 ,627 ,0 ,0 ,0 ,0 ,0 ,43231 ,667 ,42564 ,34750 ,7814 ,24 
2023-09-14,75631 ,28569 ,6710 ,6411 ,299 ,0 ,21859 ,21034 ,778 ,47 ,4172 ,4048 ,77 ,47 ,17687 ,16986 ,701 ,0 ,0 ,0 ,0 ,0 ,47062 ,614 ,46448 ,38135 ,8313 ,24 
2023-09-15,73364 ,28398 ,6264 ,5964 ,300 ,0 ,22133 ,21262 ,841 ,30 ,4240 ,4113 ,97 ,30 ,17893 ,17149 ,744 ,0 ,1 ,1 ,0 ,0 ,44966 ,719 ,44247 ,36197 ,8050 ,37 
2023-09-18,74595 ,28572 ,6535 ,6208 ,327 ,0 ,22036 ,21229 ,771 ,36 ,4467 ,4335 ,96 ,36 ,17569 ,16894 ,675 ,0 ,1 ,1 ,0 ,0 ,46023 ,655 ,45368 ,37066 ,8302 ,29 
2023-09-19,75805 ,28707 ,6519 ,6179 ,340 ,0 ,22187 ,21412 ,733 ,42 ,4325 ,4205 ,78 ,42 ,17862 ,17207 ,655 ,0 ,1 ,1 ,0 ,0 ,47098 ,616 ,46482 ,37945 ,8537 ,32 
2023-09-20,72434 ,28631 ,6297 ,6012 ,285 ,0 ,22333 ,21568 ,729 ,36 ,4446 ,4332 ,78 ,36 ,17887 ,17236 ,651 ,0 ,1 ,1 ,0 ,0 ,43803 ,634 ,43169 ,34764 ,8405 ,17 
2023-09-21,77866 ,29597 ,6722 ,6409 ,313 ,0 ,22873 ,22024 ,813 ,36 ,4309 ,4176 ,97 ,36 ,18564 ,17848 ,716 ,0 ,2 ,2 ,0 ,0 ,48269 ,615 ,47654 ,39196 ,8458 ,29 
2023-09-22,75727 ,28921 ,6547 ,6215 ,332 ,0 ,22372 ,21511 ,836 ,25 ,4132 ,4020 ,87 ,25 ,18240 ,17491 ,749 ,0 ,2 ,2 ,0 ,0 ,46806 ,734 ,46072 ,37939 ,8133 ,39 
2023-09-25,74836 ,29348 ,6768 ,6408 ,360 ,0 ,22578 ,21750 ,794 ,34 ,4560 ,4445 ,81 ,34 ,18018 ,17305 ,713 ,0 ,2 ,2 ,0 ,0 ,45488 ,705 ,44783 ,36346 ,8437 ,28 
2023-09-26,67363 ,27873 ,6278 ,5940 ,338 ,0 ,21593 ,20802 ,764 ,27 ,4133 ,4038 ,68 ,27 ,17460 ,16764 ,696 ,0 ,2 ,2 ,0 ,0 ,39490 ,726 ,38764 ,30925 ,7839 ,31 
2023-09-27,73840 ,30413 ,6716 ,6352 ,364 ,0 ,23695 ,22734 ,921 ,40 ,4461 ,4332 ,89 ,40 ,19234 ,18402 ,832 ,0 ,2 ,2 ,0 ,0 ,43427 ,742 ,42685 ,34482 ,8203 ,41 
2023-10-04,69991 ,26129 ,5872 ,5561 ,311 ,0 ,20255 ,19561 ,662 ,32 ,4114 ,4022 ,60 ,32 ,16141 ,15539 ,602 ,0 ,2 ,2 ,0 ,0 ,43862 ,681 ,43181 ,35322 ,7859 ,15 
2023-10-05,74102 ,27425 ,6272 ,5950 ,322 ,0 ,21152 ,20409 ,712 ,31 ,4152 ,4052 ,69 ,31 ,17000 ,16357 ,643 ,0 ,1 ,1 ,0 ,0 ,46677 ,648 ,46029 ,38025 ,8004 ,29 
2023-10-06,75021 ,27694 ,6434 ,6110 ,324 ,0 ,21258 ,20535 ,695 ,28 ,4038 ,3952 ,58 ,28 ,17220 ,16583 ,637 ,0 ,2 ,2 ,0 ,0 ,47327 ,668 ,46659 ,38623 ,8036 ,25 
2023-10-10,75460 ,28269 ,6416 ,6087 ,329 ,0 ,21852 ,21015 ,795 ,42 ,4211 ,4087 ,82 ,42 ,17641 ,16928 ,713 ,0 ,1 ,1 ,0 ,0 ,47191 ,644 ,46547 ,38222 ,8325 ,29 
2023-10-11,76321 ,27917 ,6569 ,6229 ,340 ,0 ,21345 ,20612 ,696 ,37 ,4224 ,4113 ,74 ,37 ,17121 ,16499 ,622 ,0 ,3 ,3 ,0 ,0 ,48404 ,635 ,47769 ,39477 ,8292 ,32 
2023-10-12,76081 ,27982 ,6598 ,6267 ,331 ,0 ,21381 ,20604 ,742 ,35 ,4162 ,4055 ,72 ,35 ,17219 ,16549 ,670 ,0 ,3 ,3 ,0 ,0 ,48099 ,654 ,47445 ,39276 ,8169 ,38 
2023-10-13,75140 ,27497 ,6307 ,5953 ,354 ,0 ,21188 ,20371 ,793 ,24 ,3967 ,3862 ,81 ,24 ,17221 ,16509 ,712 ,0 ,2 ,2 ,0 ,0 ,47643 ,727 ,46916 ,39099 ,7817 ,22 
2023-10-16,73989 ,27685 ,6318 ,5974 ,344 ,0 ,21366 ,20585 ,740 ,41 ,4235 ,4123 ,71 ,41 ,17131 ,16462 ,669 ,0 ,1 ,1 ,0 ,0 ,46304 ,669 ,45635 ,37510 ,8125 ,34 
2023-10-17,75507 ,27788 ,6577 ,6278 ,299 ,0 ,21210 ,20431 ,743 ,36 ,4125 ,4006 ,83 ,36 ,17085 ,16425 ,660 ,0 ,1 ,1 ,0 ,0 ,47719 ,643 ,47076 ,38760 ,8316 ,27 
2023-10-18,75205 ,27285 ,6232 ,5907 ,325 ,0 ,21052 ,20293 ,722 ,37 ,4142 ,4036 ,69 ,37 ,16910 ,16257 ,653 ,0 ,1 ,1 ,0 ,0 ,47920 ,686 ,47234 ,39029 ,8205 ,29 
2023-10-19,74524 ,27676 ,6255 ,5958 ,297 ,0 ,21421 ,20615 ,769 ,37 ,4124 ,3996 ,91 ,37 ,17297 ,16619 ,678 ,0 ,0 ,0 ,0 ,0 ,46848 ,694 ,46154 ,38085 ,8069 ,24 
2023-10-20,74473 ,27010 ,6210 ,5885 ,325 ,0 ,20797 ,20001 ,763 ,33 ,4004 ,3890 ,81 ,33 ,16793 ,16111 ,682 ,0 ,3 ,3 ,0 ,0 ,47463 ,632 ,46831 ,38894 ,7937 ,31 
2023-10-23,73139 ,26906 ,5982 ,5633 ,349 ,0 ,20922 ,20187 ,696 ,39 ,4251 ,4127 ,85 ,39 ,16671 ,16060 ,611 ,0 ,2 ,2 ,0 ,0 ,46233 ,583 ,45650 ,37323 ,8327 ,34 
2023-10-24,75361 ,27124 ,6210 ,5916 ,294 ,0 ,20913 ,20096 ,783 ,34 ,4128 ,4011 ,83 ,34 ,16785 ,16085 ,700 ,0 ,1 ,1 ,0 ,0 ,48237 ,715 ,47522 ,39043 ,8479 ,32 
2023-10-25,75767 ,27154 ,6250 ,5928 ,322 ,0 ,20900 ,20155 ,709 ,36 ,4142 ,4039 ,67 ,36 ,16758 ,16116 ,642 ,0 ,4 ,4 ,0 ,0 ,48613 ,641 ,47972 ,39728 ,8244 ,42 
2023-10-26,74854 ,27231 ,6132 ,5810 ,322 ,0 ,21099 ,20324 ,744 ,31 ,4163 ,4034 ,98 ,31 ,16936 ,16290 ,646 ,0 ,0 ,0 ,0 ,0 ,47623 ,540 ,47083 ,38833 ,8250 ,45 
2023-10-27,75581 ,27698 ,6360 ,6023 ,337 ,0 ,21337 ,20495 ,808 ,34 ,4001 ,3893 ,74 ,34 ,17336 ,16602 ,734 ,0 ,1 ,1 ,0 ,0 ,47883 ,764 ,47119 ,39061 ,8058 ,50 
2023-10-30,73473 ,27291 ,6303 ,5962 ,341 ,0 ,20986 ,20295 ,664 ,27 ,4162 ,4082 ,53 ,27 ,16824 ,16213 ,611 ,0 ,2 ,2 ,0 ,0 ,46182 ,639 ,45543 ,37197 ,8346 ,38 
2023-10-31,74137 ,26607 ,5856 ,5557 ,299 ,0 ,20749 ,20037 ,683 ,29 ,4077 ,3986 ,62 ,29 ,16672 ,16051 ,621 ,0 ,2 ,2 ,0 ,0 ,47530 ,623 ,46907 ,38531 ,8376 ,40 
2023-11-01,73966 ,26606 ,5969 ,5662 ,307 ,0 ,20637 ,19895 ,711 ,31 ,4124 ,4023 ,70 ,31 ,16513 ,15872 ,641 ,0 ,0 ,0 ,0 ,0 ,47360 ,656 ,46704 ,38378 ,8326 ,34 
2023-11-02,74739 ,26915 ,6050 ,5740 ,310 ,0 ,20862 ,20132 ,692 ,38 ,4157 ,4048 ,71 ,38 ,16705 ,16084 ,621 ,0 ,3 ,3 ,0 ,0 ,47824 ,663 ,47161 ,39023 ,8138 ,38 
2023-11-03,75251 ,27244 ,6093 ,5749 ,344 ,0 ,21150 ,20383 ,732 ,35 ,4103 ,3996 ,72 ,35 ,17047 ,16387 ,660 ,0 ,1 ,1 ,0 ,0 ,48007 ,726 ,47281 ,39550 ,7731 ,35 
2023-11-06,71748 ,27716 ,5904 ,5579 ,325 ,0 ,21811 ,21044 ,736 ,31 ,4389 ,4287 ,71 ,31 ,17422 ,16757 ,665 ,0 ,1 ,1 ,0 ,0 ,44032 ,676 ,43356 ,34965 ,8391 ,38 
2023-11-07,73647 ,27059 ,6158 ,5821 ,337 ,0 ,20900 ,20171 ,706 ,23 ,4131 ,4041 ,67 ,23 ,16769 ,16130 ,639 ,0 ,1 ,1 ,0 ,0 ,46588 ,677 ,45911 ,37317 ,8594 ,50 
2023-11-08,75177 ,27898 ,6385 ,6041 ,344 ,0 ,21511 ,20690 ,786 ,35 ,4243 ,4122 ,86 ,35 ,17268 ,16568 ,700 ,0 ,2 ,2 ,0 ,0 ,47279 ,674 ,46605 ,38343 ,8262 ,51 
2023-11-09,72294 ,26725 ,5904 ,5573 ,331 ,0 ,20819 ,20034 ,757 ,28 ,4178 ,4076 ,74 ,28 ,16641 ,15958 ,683 ,0 ,2 ,2 ,0 ,0 ,45569 ,661 ,44908 ,36619 ,8289 ,41 
2023-11-10,74597 ,28342 ,6321 ,5954 ,367 ,0 ,22020 ,21241 ,752 ,27 ,4115 ,4006 ,82 ,27 ,17905 ,17235 ,670 ,0 ,1 ,1 ,0 ,0 ,46255 ,704 ,45551 ,37385 ,8166 ,48 
2023-11-13,71914 ,27402 ,6209 ,5905 ,304 ,0 ,21193 ,20404 ,756 ,33 ,4334 ,4223 ,78 ,33 ,16859 ,16181 ,678 ,0 ,0 ,0 ,0 ,0 ,44512 ,649 ,43863 ,35477 ,8386 ,48 
2023-11-14,75013 ,27884 ,6405 ,6070 ,335 ,0 ,21477 ,20718 ,731 ,28 ,4311 ,4196 ,87 ,28 ,17166 ,16522 ,644 ,0 ,2 ,2 ,0 ,0 ,47129 ,641 ,46488 ,37727 ,8761 ,62 
2023-11-15,74236 ,27804 ,6160 ,5834 ,326 ,0 ,21644 ,20839 ,779 ,26 ,4270 ,4175 ,69 ,26 ,17374 ,16664 ,710 ,0 ,0 ,0 ,0 ,0 ,46432 ,636 ,45796 ,37067 ,8729 ,46 
2023-11-16,72299 ,27404 ,5997 ,5684 ,313 ,0 ,21407 ,20658 ,721 ,28 ,4287 ,4182 ,77 ,28 ,17120 ,16476 ,644 ,0 ,0 ,0 ,0 ,0 ,44895 ,717 ,44178 ,35562 ,8616 ,48 
2023-11-17,73677 ,27606 ,6200 ,5904 ,296 ,0 ,21404 ,20602 ,780 ,22 ,4037 ,3934 ,81 ,22 ,17367 ,16668 ,699 ,0 ,2 ,2 ,0 ,0 ,46071 ,696 ,45375 ,37291 ,8084 ,43 
2023-11-20,73086 ,27604 ,6207 ,5900 ,307 ,0 ,21395 ,20611 ,756 ,28 ,4488 ,4393 ,67 ,28 ,16907 ,16218 ,689 ,0 ,2 ,2 ,0 ,0 ,45482 ,729 ,44753 ,36260 ,8493 ,35 
2023-11-21,75933 ,28228 ,6430 ,6107 ,323 ,0 ,21797 ,21033 ,730 ,34 ,4323 ,4220 ,69 ,34 ,17474 ,16813 ,661 ,0 ,1 ,1 ,0 ,0 ,47705 ,639 ,47066 ,38349 ,8717 ,42 
2023-11-22,75248 ,28078 ,6213 ,5917 ,296 ,0 ,21865 ,21083 ,752 ,30 ,4430 ,4317 ,83 ,30 ,17435 ,16766 ,669 ,0 ,0 ,0 ,0 ,0 ,47170 ,653 ,46517 ,37789 ,8728 ,44 
2023-11-23,75860 ,27857 ,6253 ,5945 ,308 ,0 ,21604 ,20807 ,772 ,25 ,4151 ,4060 ,66 ,25 ,17453 ,16747 ,706 ,0 ,0 ,0 ,0 ,0 ,48003 ,662 ,47341 ,38815 ,8526 ,37 
2023-11-24,72634 ,27465 ,6344 ,6015 ,329 ,0 ,21120 ,20297 ,795 ,28 ,3981 ,3875 ,78 ,28 ,17139 ,16422 ,717 ,0 ,1 ,1 ,0 ,0 ,45169 ,678 ,44491 ,36184 ,8307 ,25 
2023-11-27,72942 ,28089 ,6223 ,5899 ,324 ,0 ,21864 ,21087 ,742 ,35 ,4346 ,4230 ,81 ,35 ,17518 ,16857 ,661 ,0 ,2 ,2 ,0 ,0 ,44853 ,699 ,44154 ,35333 ,8821 ,45 
2023-11-28,76151 ,28270 ,6440 ,6118 ,322 ,0 ,21828 ,20995 ,796 ,37 ,4479 ,4351 ,91 ,37 ,17349 ,16644 ,705 ,0 ,2 ,1 ,1 ,0 ,47881 ,701 ,47180 ,38201 ,8979 ,29 
2023-11-29,75949 ,28431 ,6582 ,6239 ,343 ,0 ,21847 ,21004 ,805 ,38 ,4380 ,4275 ,67 ,38 ,17467 ,16729 ,738 ,0 ,2 ,2 ,0 ,0 ,47518 ,663 ,46855 ,37755 ,9100 ,28 
2023-11-30,75907 ,28382 ,6403 ,6113 ,290 ,0 ,21978 ,21157 ,785 ,36 ,4276 ,4160 ,80 ,36 ,17702 ,16997 ,705 ,0 ,1 ,1 ,0 ,0 ,47525 ,689 ,46836 ,37751 ,9085 ,39 
2023-12-01,75049 ,28507 ,6436 ,6098 ,338 ,0 ,22068 ,21216 ,817 ,35 ,4294 ,4173 ,86 ,35 ,17774 ,17043 ,731 ,0 ,3 ,3 ,0 ,0 ,46542 ,715 ,45827 ,37331 ,8496 ,31 
2023-12-04,73989 ,27529 ,6156 ,5835 ,321 ,0 ,21373 ,20582 ,764 ,27 ,4366 ,4270 ,69 ,27 ,17007 ,16312 ,695 ,0 ,0 ,0 ,0 ,0 ,46460 ,658 ,45802 ,36760 ,9042 ,31 
2023-12-05,75937 ,27843 ,6353 ,6042 ,311 ,0 ,21488 ,20698 ,753 ,37 ,4275 ,4169 ,69 ,37 ,17213 ,16529 ,684 ,0 ,2 ,2 ,0 ,0 ,48094 ,661 ,47433 ,38728 ,8705 ,32 
2023-12-06,73160 ,27183 ,6029 ,5757 ,272 ,0 ,21154 ,20324 ,799 ,31 ,4266 ,4155 ,80 ,31 ,16888 ,16169 ,719 ,0 ,0 ,0 ,0 ,0 ,45977 ,690 ,45287 ,36664 ,8623 ,28 
2023-12-07,76785 ,28287 ,6457 ,6167 ,290 ,0 ,21829 ,21029 ,761 ,39 ,4325 ,4208 ,78 ,39 ,17504 ,16821 ,683 ,0 ,1 ,1 ,0 ,0 ,48498 ,692 ,47806 ,39007 ,8799 ,24 
2023-12-08,76079 ,27985 ,6463 ,6167 ,296 ,0 ,21520 ,20704 ,785 ,31 ,4080 ,3973 ,76 ,31 ,17440 ,16731 ,709 ,0 ,2 ,2 ,0 ,0 ,48094 ,729 ,47365 ,38891 ,8474 ,26 
2023-12-11,70500 ,26857 ,5769 ,5502 ,267 ,0 ,21087 ,20272 ,779 ,36 ,4352 ,4225 ,91 ,36 ,16735 ,16047 ,688 ,0 ,1 ,1 ,0 ,0 ,43643 ,736 ,42907 ,34231 ,8676 ,22 
2023-12-12,76238 ,28360 ,6459 ,6152 ,307 ,0 ,21900 ,21031 ,840 ,29 ,4299 ,4197 ,73 ,29 ,17601 ,16834 ,767 ,0 ,1 ,1 ,0 ,0 ,47878 ,669 ,47209 ,38114 ,9095 ,31 
2023-12-13,76532 ,28023 ,6330 ,6021 ,309 ,0 ,21691 ,20888 ,770 ,33 ,4364 ,4260 ,71 ,33 ,17327 ,16628 ,699 ,0 ,2 ,2 ,0 ,0 ,48509 ,714 ,47795 ,38884 ,8911 ,38 
2023-12-14,73935 ,27324 ,6228 ,5952 ,276 ,0 ,21096 ,20296 ,760 ,40 ,4178 ,4068 ,70 ,40 ,16918 ,16228 ,690 ,0 ,0 ,0 ,0 ,0 ,46611 ,760 ,45851 ,37374 ,8477 ,29 
2023-12-15,73026 ,28013 ,6451 ,6149 ,302 ,0 ,21559 ,20751 ,770 ,38 ,4124 ,4026 ,60 ,38 ,17435 ,16725 ,710 ,0 ,3 ,3 ,0 ,0 ,45013 ,806 ,44207 ,35863 ,8344 ,28 
2023-12-18,74314 ,27665 ,6241 ,5949 ,292 ,0 ,21421 ,20596 ,792 ,33 ,4271 ,4168 ,70 ,33 ,17150 ,16428 ,722 ,0 ,3 ,3 ,0 ,0 ,46649 ,701 ,45948 ,37096 ,8852 ,20 
2023-12-19,74620 ,27597 ,6358 ,6050 ,308 ,0 ,21238 ,20439 ,758 ,41 ,4255 ,4137 ,77 ,41 ,16983 ,16302 ,681 ,0 ,1 ,1 ,0 ,0 ,47023 ,653 ,46370 ,37907 ,8463 ,22 
2023-12-20,73597 ,27900 ,6325 ,6054 ,271 ,0 ,21572 ,20744 ,798 ,30 ,4172 ,4053 ,89 ,30 ,17400 ,16691 ,709 ,0 ,3 ,3 ,0 ,0 ,45697 ,694 ,45003 ,36397 ,8606 ,20 
2023-12-21,73491 ,27672 ,6258 ,5974 ,284 ,0 ,21412 ,20608 ,770 ,34 ,4179 ,4050 ,95 ,34 ,17233 ,16558 ,675 ,0 ,2 ,2 ,0 ,0 ,45819 ,737 ,45082 ,36568 ,8514 ,26 
2023-12-22,71879 ,27812 ,6278 ,6004 ,274 ,0 ,21532 ,20737 ,766 ,29 ,4119 ,4007 ,83 ,29 ,17413 ,16730 ,683 ,0 ,2 ,2 ,0 ,0 ,44067 ,674 ,43393 ,35005 ,8388 ,31 
2023-12-26,70521 ,25409 ,5816 ,5497 ,319 ,0 ,19590 ,18847 ,710 ,33 ,3884 ,3783 ,68 ,33 ,15706 ,15064 ,642 ,0 ,3 ,2 ,1 ,0 ,45112 ,713 ,44399 ,36349 ,8050 ,35 
2023-12-27,72217 ,25907 ,5976 ,5689 ,287 ,0 ,19930 ,19115 ,787 ,28 ,3857 ,3729 ,100 ,28 ,16073 ,15386 ,687 ,0 ,1 ,1 ,0 ,0 ,46310 ,712 ,45598 ,37658 ,7940 ,25 
2023-12-28,72080 ,25758 ,6059 ,5759 ,300 ,0 ,19698 ,18900 ,768 ,30 ,3775 ,3664 ,81 ,30 ,15923 ,15236 ,687 ,0 ,1 ,1 ,0 ,0 ,46322 ,715 ,45607 ,37546 ,8061 ,29 
2023-12-29,69890 ,25191 ,6141 ,5834 ,307 ,0 ,19048 ,18302 ,725 ,21 ,3499 ,3407 ,71 ,21 ,15549 ,14895 ,654 ,0 ,2 ,2 ,0 ,0 ,44699 ,825 ,43874 ,36383 ,7491 ,36 
